Artist,Album,Track Name,Track URI
JAY1,Becky,Becky,spotify:track:5WRLwhSkG5GCBteS77OXYd
J. Cole,2014 Forest Hills Drive,Apparently,spotify:track:5O59s7bCgTFsXDXlWecyQ1
A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),Hell (feat. Santigold),spotify:track:5Uc07fEUpjjFcLEIleEHkJ
Mac Miller,Circles,Blue World,spotify:track:2hwOoMtWPtTSSn6WHV7Vp5
Jamie xx,All Under One Roof Raving,All Under One Roof Raving,spotify:track:4ztPah3U03EQ6SZUrSV27g
Brittany Howard,Jaime,Baby,spotify:track:1Wxm52rh9ZSuuyChqBilbs
Diplo,Wish,Wish,spotify:track:2WVQoEzFxodptHFuQqraT9
Fred again..,USB,Turn On The Lights again.. (feat. Future),spotify:track:5nONSliAVb1xEaMfo2U8h6
"Grover Washington, Jr.",Anthology,Just the Two of Us (feat. Bill Withers),spotify:track:1ko2lVN0vKGUl9zrU0qSlT
Tame Impala,The Slow Rush,One More Hour,spotify:track:0mO6oS60RST2sWmN2FKknP
Ritchie Valens,Ritchie Valens,We Belong Together,spotify:track:7caj6X6NMX3tlhWnu1du6V
Lana Del Rey,Lust For Life,White Mustang,spotify:track:6eygbzyL6hY8jFQTARDuo9
Slowdive,Souvlaki,When the Sun Hits,spotify:track:0oxYB9GoOIDrdzniNdKC44
girl in red,if i could make it go quiet,midnight love,spotify:track:32XaqPVTVkkuOiOPQZ3SpA
NAV,Good Intentions,Codeine (feat. Gunna),spotify:track:6NzuJWrNriXAbSmscAuSIq
Suki Waterhouse,Good Looking,Good Looking,spotify:track:0j3mqDTK4Z6lvrLzFCUUz6
Kiana Ledé,KIKI,Cancelled.,spotify:track:5oruuYKxGXcS0Cm1hpRLup
Yaeji,raingurl,raingurl,spotify:track:4gRAniZdYF2zVrDUsNC9tU
DaBaby,BLAME IT ON BABY,PICK UP (feat. Quavo),spotify:track:5gNOINI5dXZVom2b36LMOd
Stevie Nicks,Bella Donna,Edge of Seventeen - 2016 Remaster,spotify:track:7L3b6iaVhDVjfo52Hbvh9Z
THE ANXIETY,THE ANXIETY,Believe That,spotify:track:3jk0Bu14ZXXdd5z6PhpIiw
Muse,The 2nd Law,Supremacy,spotify:track:40pPI2TbaYSZlKfV44HRjn
Stacey Q,Better Than Heaven,Two of Hearts,spotify:track:2dURQIBrw3XcHyVZlfdpC1
Swedish House Mafia,Dawn FM,Moth To A Flame (with The Weeknd),spotify:track:3uuR20w7HgLlb5Hha2mCxb
Rihanna,Kiss It Better,Kiss It Better - KAYTRANADA Edition,spotify:track:62tnsScYuep18LnQiQqHmX
Grizzly Bear,Veckatimest,Two Weeks,spotify:track:0iTpQYzJnYgh7kIxyq8A2O
Felly,Surf Trap,Murda,spotify:track:2ZnsNRSjlrygg0KAvw7oSb
Selah Sue,Lune Rouge,I Wish I Could (feat. Selah Sue),spotify:track:6znZbTV31rdQmVDocXV8vH
Kaleida,Think,Take Me to the River,spotify:track:6IhhoFvFfg9YcBVIfMMWtv
ScHoolboy Q,Black Panther The Album Music From And Inspired By,X (with 2 Chainz & Saudi),spotify:track:4LmAnpjlhWTahvRkYR8xJa
Ne-Yo,In My Own Words,So Sick,spotify:track:6brl7bwOHmGFkNw3MBqssT
Hraach,Hidden Dimension,Hidden Dimension,spotify:track:1iDNtzSJ0KeHl9ousS0EFQ
J. Cole,KOD,The Cut Off (feat. kiLL edward),spotify:track:3rFF7kSm5qBOOPs6ljFgPp
Glass Animals,Glass Animals,Exxus,spotify:track:3Gq1Ib3ycJQfzg0U76Fk3P
Shiny Toy Guns,Le Disko,Le Disko - BoysNoise Mix,spotify:track:13LHa41F4GYtvA1YYMuYfw
Nicki Minaj,Queen,Sir (feat. Future),spotify:track:3ig3X70suAwUn4oDnQaMru
Beyoncé,Lemonade,All Night,spotify:track:7oAuqs6akGnPU3Tb00ZmyM
Claude Debussy,Phonetic Punctuation & Other Hits,Clair De Lune,spotify:track:4etc4mCYpm8sFShwoeUR7u
H.E.R.,Slide,Slide,spotify:track:2rTnVB1bvwxHtaIl4uVu7f
Evanescence,Fallen,My Immortal,spotify:track:4UzVcXufOhGUwF56HT7b8M
Jidenna,Knickers,Knickers,spotify:track:4XEt97IWJy2HKntuH5y6kG
Travis Scott,HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,spotify:track:3eekarcy7kvN4yt5ZFzltW
Jain,Zanaka (Deluxe),Makeba,spotify:track:4TNFLwe6DhtR3Wn1JKMqMJ
Frank Ocean,Blonde,Pretty Sweet,spotify:track:17yrCsl1Ai6CZLBmGj6d6p
Pardison Fontaine,Backin' It Up (feat. Cardi B),Backin' It Up (feat. Cardi B),spotify:track:0PpfPNtQOOvbMNVJijTQj0
Argy,Pantheon,Pantheon,spotify:track:2fY9O2PpELY5hubBbC2zEG
"Tyler, The Creator",IGOR,IGOR'S THEME,spotify:track:51RN0kzWd7xeR4th5HsEtW
Black Eyed Peas,STREET LIVIN',STREET LIVIN',spotify:track:6NjcOqkCcsbO65KhM5Af2K
baby.com,I Get to It,I Get to It,spotify:track:72sRMeBwssn1yzGE8CYlEC
Joan Jett & the Blackhearts,Bad Reputation (Expanded Edition),Do You Wanna Touch Me (Oh Yeah),spotify:track:6Xprc4GuCejWA3BjU5knyw
Donna Summer,She Works Hard For The Money,She Works Hard For The Money,spotify:track:3FlOciKDqFlTMPeC7t92Qy
Joy Division,The Best Of,Transmission,spotify:track:69aXQyUnUC0BWgATlSWNB2
Manu Chao,Clandestino,Bongo Bong,spotify:track:00SmB7n85SKROGjybsyq5i
Chris de Burgh,Into The Light,The Lady In Red,spotify:track:5tHbBxWjTxaQpL5SrT17Tz
VANO 3000,Running Away,Running Away,spotify:track:3tfunfsqPIYl0uV9OztFQu
Lana Del Rey,Honeymoon,Don't Let Me Be Misunderstood,spotify:track:0iq0P0HYtpChhUNH5KuqQK
The West Coast Pop Art Experimental Band,Part One,If You Want This Love,spotify:track:4nUDhalC6mjrJgBmRojWM7
Daniel Hats,Waking Up Late Everyday,Rest of my life,spotify:track:37kYPn9Ygk5ji7ty0IAj4p
Ash,Daydream,Daydream,spotify:track:0qo4FZ2M17A3EgUxxsWAqX
Miley Cyrus,SHE IS COMING,Mother's Daughter,spotify:track:4C5iYZMmSYeIUCtX3uShA7
Young the Giant,Mind Over Matter,Mind Over Matter,spotify:track:5Az8KU81g2aLBbJN67F2CI
Matchbox Twenty,North,She's so Mean,spotify:track:2toY6JyyfKy9TwNk3Ou2XG
Alexandra Savior,The Archer,Crying All the Time,spotify:track:6UHdBTFBYwKErZmqDRLGbD
PNL,Au DD,Au DD,spotify:track:6VSaNvPPagk4U5Skxp6XfV
Röyksopp,The Inevitable End,Here She Comes Again,spotify:track:4ciy2AF8Q4g3ZxJVHTJ2jV
ABBA,ABBA Gold,"Money, Money, Money",spotify:track:29FNeqjOV2kPWGS55qhtGB
Drake,Nothing Was The Same,Tuscan Leather,spotify:track:4IJ7ZoJ8z8cAIbqYShF3ZZ
Ne-Yo,Year Of The Gentleman,Closer,spotify:track:0GX5oOKtU0nnx5OkhenW2i
Handsome Boy Modeling School,So...How's Your Girl?,The Truth,spotify:track:2C0Y5RUvreuiElhHuce9Rv
ZHU,GENERATIONWHY,One Minute to Midnight,spotify:track:0gEMFd51OK7RCSz3YaHcfv
Imagination,Body Talk,"So Good, so Right",spotify:track:5sp2rrclLmZ3FqtdzHeqms
C Y G N,BODY N SOUL,Mindfulness,spotify:track:0XTRycTWH8TR2xBEjwByNS
Nicki Minaj,Queen,Coco Chanel (feat. Foxy Brown),spotify:track:5NjcvFJsahRqqSvNvTVJX4
TV Girl,Death of a Party Girl,Cynical One,spotify:track:5PaCrBjL6W6Gq60kJzuw9y
Monolink,The End,The End,spotify:track:0lwUE9DGjdbbuwbPbxZyzw
Blunt & Real,Egjeli,Repsenskixofren,spotify:track:3GGpENDE1paOb6td6RIkUv
Thievery Corporation,The Richest Man In Babylon,Until The Morning,spotify:track:20F3FcES8KU4kffMCkFgNN
Paradis,Hémisphère / Je m'ennuie,Je m'ennuie,spotify:track:5UnTvNl5jkxhbgKAVgdOOb
Nelly,Nellyville,Dilemma,spotify:track:0ARK753YaiJbpLUk7z5yIM
Sade,Love Deluxe,No Ordinary Love,spotify:track:1oaaSrDJimABpOdCEbw2DJ
Jidenna,Extraordinaire,Extraordinaire,spotify:track:6copW2pUyEQ6rVL20YlWX9
Best Frenz,30% Off!,Ugly Ending,spotify:track:4FRFL7Fh3f5ITwqTFp2uGJ
Claire Laffut,Nudes,Nudes,spotify:track:2m5xfxB2MuEEDEAsunQxJb
BJ The Chicago Kid,In My Mind,Turnin' Me Up,spotify:track:5MjAFPcmrR1DYCgZrXCN4d
Depeche Mode,It's No Good,It's No Good,spotify:track:6mdIrM3u2GwIJJVK1qNH6C
Bowling For Soup,A Hangover You Don't Deserve,1985,spotify:track:5oQcOu1omDykbIPSdSQQNJ
Reamonn,Beautiful Sky,Star - Single Edit,spotify:track:13dUMz3cEokiudAEj8FQkC
Dismantled,Dystopia,Dystopia,spotify:track:7mHZNo4Lh4pjEyDzXsOuh3
Roar,I Can't Handle Change,I Can't Handle Change,spotify:track:0I1eFRytp4XRhLCjT6tZm7
I DONT KNOW HOW BUT THEY FOUND ME,Do It All The Time,Do It All The Time,spotify:track:14ny3vlL25p6Vix2Sb8k1b
WILLOW,ARDIPITHECUS,Waves of Nature,spotify:track:1zJMFf0EzbGCpL0zROfmVF
iann dior,I'm Gone,Prospect (ft. Lil Baby),spotify:track:4iHSE5R1U8jf84tRn52xRt
Chuuwee,Purgator,Unconditional (feat. Roc$tedy),spotify:track:5fkjNDPo8B5lmbdJBhhHs1
Yellow Days,Is Everything Okay In Your World?,A Bag of Dutch,spotify:track:2a749tPIWcb2TYTkKVtbNa
Sven Väth,Contact,Dein Schweiss,spotify:track:55i54gOVFclaiFmX9MPWEQ
Ella Vos,Temporary,Temporary,spotify:track:52AtuDhDYHavraoyirpylv
Jack Stauber,Pop Food,Buttercup,spotify:track:2mlGPkAx4kwF8Df0GlScsC
Isaiah Rashad,The Sun's Tirade,Stuck in the Mud (feat. SZA),spotify:track:2eYY43d0V17SxOX0g7sBAD
Two Door Cinema Club,Beacon,Sleep Alone,spotify:track:4BsQ6HzywRiSHf45WXRft8
Leon Bridges,Good Thing,If It Feels Good (Then It Must Be),spotify:track:72Dd7GCaepMi8ktuXxmSZF
Hugh Hardie,Shadows & Silhouettes,Siren,spotify:track:0Y0npc1gR61fHqmYCKSvTm
Ski Mask The Slump God,STOKELEY,Unbothered,spotify:track:5hwUsRKvnO5yThjVrxHQVt
Drake,Nothing Was The Same,Wu-Tang Forever,spotify:track:6KziiQUOoCmC7Kc7Rv4jar
Flume,Flume,Insane feat. Moon Holiday,spotify:track:7y9x9TlIF9eCcccxvZPzEj
Cigarettes After Sex,Cigarettes After Sex,Sunsetz,spotify:track:0SpkyS1Q4MD8GaVcP5YjT4
Sólstafir,Svartir Sandar,Fjara,spotify:track:6Lo1WLiGG9asMjrkjxlfSI
The Japanese House,Maybe You're the Reason,Maybe You're the Reason,spotify:track:7xKjdvYaJ1tvwNXRTAZs78
Peter Bjorn and John,Writer's Block,Young Folks,spotify:track:4dyx5SzxPPaD8xQIid5Wjj
Mr.Kitty,D E A T H,Resurrection,spotify:track:5PSRPfE3EwRxh14holvptk
Yazmin Lacey,Morning Matters,Morning Matters,spotify:track:4hNgMLdda6VpNHUKdgmRMU
The Japanese House,Follow My Girl,Follow My Girl,spotify:track:3Syzpog7nf7MfJZ8onxhY3
Cigarettes After Sex,I.,Nothing's Gonna Hurt You Baby,spotify:track:3GhsBdS9ulPK3KCdwHRPhG
Jack Harlow,Confetti,THRU THE NIGHT (feat. Bryson Tiller),spotify:track:1AgSUWSzmza5jF6ER5R68v
Ilija Djokovic,Vega / Neon,Vega,spotify:track:7cEbICGWeFyBTmijsRtbjr
Philip Bailey,Chinese Wall (Expanded Edition),Easy Lover,spotify:track:5LYJ631w9ps5h9tdvac7yP
THE BLSSM,97 BLOSSOM,SMOKE,spotify:track:3meycN9hk4DZaMBfi2HDny
Alicia Keys,The Element Of Freedom,Un-thinkable (I'm Ready),spotify:track:4JOP8ELK6AaeySe7sKe996
Fred again..,adore u,adore u,spotify:track:3YgtkOxZsTuaZdL8McA1FQ
Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,Let The Light In (feat. Father John Misty),spotify:track:4qG7hWhljsqqENL5PaLA2z
Tame Impala,Currents B-Sides & Remixes,Let It Happen - Soulwax Remix,spotify:track:5Z1E4jrUzitOQRczI8gfSL
Mooglie,Spacer,Spacer - Radio Mix,spotify:track:4xMZUs7FUshX9EGFhJgnKe
Jeru The Damaja,Still Rising,Dirty Bomb,spotify:track:6ezOjBPxCwqlo1l7TnUnRp
Lykke Li,so sad so sexy,two nights (feat. Aminé),spotify:track:1CPNoBoQIc0dgK8MQDyx0T
James Brown,Bodyheat,Woman,spotify:track:4Rfl0nCeQ1iHvEe9NV6UtF
Eyedress,Let's Skip to the Wedding,Romantic Lover,spotify:track:44pBlSEASFjEdU3qEHhbFs
The Doors,The Doors,The Crystal Ship,spotify:track:0gWvVB4bGvADocoPMEDy3K
Tinie Tempah,Disc-Overy,Pass Out,spotify:track:2i5gkqfLxlCM902kgZVb6v
MiRET,Paloma + Remixes,Paloma,spotify:track:4lvRuiCSvrrfmnAb4YHZHn
Candi Staton,Chance,When You Wake up Tomorrow,spotify:track:4b7CZF01PSfOYVPGY3adiY
ZHU,RINGOS DESERT,Light It Up,spotify:track:1IhWgIG1eScniLWZivkPPF
Cypress Hill,Black Sunday,Insane in the Brain,spotify:track:1oTHteQbmJw15rPxPVXUTv
Westerman,Ark,Albatross,spotify:track:0OzH7U0L0wBpu4khCYb17n
Gettoblaster,Chicago Gangsta,Chicago Gangsta,spotify:track:5RjWYXb8eJgaswm9GXTSQK
RY X,Untold,Untold,spotify:track:2cfq7tUx5fuvUWOf6eSlPn
Leona Lewis,Sing Me to Sleep,Run,spotify:track:6DJyLjFmvV4IXblozR4CAZ
Breakbot,Be Mine Tonight,Be Mine Tonight,spotify:track:37TmjR8M8jWOCZp9YqHJkB
Citizen 12b,Through Space and Time,Orion,spotify:track:4acJpZCbo0bUAW0Frt8fcd
Gesaffelstein,Aleph,Duel,spotify:track:3Fze0UYddiC4Ttm7MjZAk1
The Game,Doctor's Advocate,It's Okay (One Blood),spotify:track:5hg3xm9mxcz9Xb6r59y9Ow
Thievery Corporation,The Mirror Conspiracy,Lebanese Blonde,spotify:track:66KcXPDs1hr8T06KvlJCeA
Sandy Marton,People From Ibiza (The Very Best),Camel by Camel - Mix Vocal,spotify:track:2kA1PbyuNbykKsggpTHYjZ
Tinashe,Aquarius,Thug Cry,spotify:track:3E3Wt98vDsBL652iQC8Ya9
"Tyler, The Creator",Wolf,Domo23,spotify:track:75kiQfmmuQwgquZ9RLSvuA
"Bobby ""Blue"" Bland",The Anthology,Ain't No Love In The Heart Of The City,spotify:track:0REHBJqgYx296su1xt9M7y
A Tribe Called Quest,The Anthology,Electric Relaxation,spotify:track:0eEXcw3JLVXcRxYrVYMy68
USHER,Here I Stand,Love in This Club (feat. Young Jeezy),spotify:track:5j0McHPthKpOXRr3fBq8M0
Blondie,Plastic Letters,Once I Had A Love (AKA The Disco Song) - 1975 Version / Remastered 2001,spotify:track:0UFLbtupYWaDGMS4io94Ml
ABBA,Voulez-Vous,Angeleyes,spotify:track:7rWgGyRK7RAqAAXy4bLft9
Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),Nothing Breaks Like a Heart (feat. Miley Cyrus),spotify:track:27rdGxbavYJeBphck5MZAF
SBTRKT,Wonder Where We Land,Higher,spotify:track:7ddXYLA5CBEgQA7KbqWJIb
DJ Koze,Knock Knock,Music on My Teeth,spotify:track:167USRtGXTBWIUX48Bho1p
Jakob,All Your Love,All Your Love,spotify:track:7G7zCzvyqz39BFE7TqPM3O
The Head And The Heart,Living Mirage,Missed Connection,spotify:track:4R9KztunyNTH13KtAqePLp
Sylvan Esso,Sylvan Esso,Coffee,spotify:track:3cqA9xxQWOp9bRI5irHxnX
Diana Ross,Swept Away,It's Your Move,spotify:track:5OfZkeC0FOG21ozugBGucC
Danny L Harle,Me4U,Me4U,spotify:track:1W3MQ5Lj7jcw5vn0hYbsqP
The Drums,Portamento,Money,spotify:track:3VIJBrMpvimHEw5wtPh2wB
Liquido,Narcotic,Narcotic - Long Version,spotify:track:62FbBguMprqeXGvE5Dn83b
Lana Del Rey,Ultraviolence,Sad Girl,spotify:track:11MyiSGZSYSmhhqwGUTtAq
Lykke Li,Spotify Singles,U Got It Bad - Recorded at Spotify Studios Stockholm,spotify:track:4Dg5moVCTqxAb7Wr8Dq2T5
ZHU,RINGOS DESERT,My Life,spotify:track:4y78bEIRTzNe2RbGAnX8zU
Kanye West,The Life Of Pablo,Famous,spotify:track:19a3JfW8BQwqHWUMbcqSx8
Nu & Jo Ke,"Best of Tech House, Vol. 10",Who Love the Sun - Original Mix,spotify:track:4x3GCq73xs3SdZuRhX1GT7
Depeche Mode,Ghosts Again,Ghosts Again,spotify:track:3TiVl5igD6Z5Pw6R5sp8YV
BLANCO,MI FAI IMPAZZIRE,MI FAI IMPAZZIRE,spotify:track:1x3Qb8np6S1UvpSLthwEJN
Falco,Falco 3 25th Anniversary Edition,Jeanny,spotify:track:0rRVuksEediJjkE6AhfN7n
Geto Boys,The Geto Boys,Mind of a Lunatic,spotify:track:3Oq6RiCjkftGA5Ljwwm6d0
JOYRYDE,YUCK,YUCK,spotify:track:0bH5YzmIgaQ4ay1t89eMAh
Guts,Paradise for All,What Is Love,spotify:track:5V7zI7e6WJckp18SrxWuFH
Juice WRLD,Legends Never Die,Wishing Well,spotify:track:2U5WueTLIK5WJLD7mvDODv
Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",goodbye,spotify:track:3LgWsmilsrWXiPYQFRD0T7
Nas,Magic,The Truth,spotify:track:3LOCmWTAIUr7GjMNWgXaOb
SZA,Ctrl,The Weekend,spotify:track:6gU9OKjOE7ghfEd55oRO57
Fleetwood Mac,Mystery to Me,Emerald Eyes,spotify:track:4GspmdJjNjZKCHtjJ0fWxb
Part Time,Lies in the Eyes of Love,Lies in the Eyes of Love,spotify:track:4EtELRz6M3e184zevnBKDb
Smooky MarGielaa,"Flight To Memphis (feat. Chris Brown, Juicy J & A$AP Rocky)","Flight To Memphis (feat. Chris Brown, Juicy J & A$AP Rocky)",spotify:track:6R9nl7ucaIt4mMNscXP0Qq
Gabriele Poso,Batik,Batik,spotify:track:2qpJDDcpkri62uXF66cdlV
Shakedown,At Night (Remixes),At Night - Shakedown's Galactic Getaway,spotify:track:0k9JQfPYH8SH3yqKU0EvwS
SYTË,EP,Pink Roses,spotify:track:2HBv5tQ2sviOMFs7EdkwXt
SiR,Chasing Summer,You Can't Save Me,spotify:track:5LKzqs734Xs528hqK8bGS1
Peggy Gou,I Go,I Go - Edit,spotify:track:5VCx6BsBizs11OJvSnqDG4
Cutting Crew,Broadcast,(I Just) Died In Your Arms,spotify:track:4ByEFOBuLXpCqvO1kw8Wdm
Cigarettes After Sex,Cigarettes After Sex,K.,spotify:track:7LX4aXtvImhdgUHQBlo8Kp
Beyoncé,Lemonade,Formation,spotify:track:6g0Orsxv6glTJCt4cHsRsQ
beverly entertainment,VVV,VVV,spotify:track:2t1jW4PBeRvnXjXr3dpisU
Aerosmith,Permanent Vacation,Dude (Looks Like A Lady),spotify:track:6gQUbFwwdYXlKdmqRoWKJe
Fleetwood Mac,Greatest Hits,Little Lies,spotify:track:08o75xMKmGrKny6GsXrNJW
The Game,The Documentary,Church For Thugs,spotify:track:00bewP2N7BXdzSRuwtyn5j
Jennifer Lopez,On The 6,If You Had My Love,spotify:track:3x4yV0hW5Ve3TKhFkXSqFn
Eminem,Relapse [Deluxe],Beautiful,spotify:track:6XaqawNmeeScjVLAv4Fx6l
Boards of Canada,The Campfire Headphase,Peacock Tail,spotify:track:2HHAxkrJbuWZ7JWdxYbsWO
Lil' Kim,La Bella Mafia,(When Kim Say) Can You Hear Me Now? (feat. Missy Elliott),spotify:track:1p0aB98cSskItjeKnDzZnf
The Fur.​,Serene Reminder,Oh Why,spotify:track:6bNSDf3jZ7ThziVCbq0Mq2
Ne-Yo,Because Of You,Because Of You,spotify:track:6CFPFnS9EcLs2I0nWqtWci
Sébastien Léger,Lanarka / Sablier,Lanarka,spotify:track:3CoXzpJExs6A23Y9r8WM4c
The Goo Goo Dolls,Let Love In,Without You Here,spotify:track:2OetRiA7svb9KwiXkRjhLw
Lana Del Rey,Burning Desire,Burning Desire,spotify:track:2GtbaovnGwV3oCDzmr9gey
The Weeknd,After Hours,Repeat After Me (Interlude),spotify:track:40U8d12pC5UHqmHwXjHjjl
Franz Schubert,"Schubert: Piano Sonata D.959 & Minuets D. 334, D. 335, D. 600","Minuet in A major, D. 334",spotify:track:2FbUitqkfxFhI4An73HzZW
Eros Ramazzotti,Open Arms,Cose Della Vita (with Tina Turner),spotify:track:2bJtJv5NGkYUFP6prU3WSg
The Weeknd,Dawn FM,How Do I Make You Love Me?,spotify:track:3kOtREqmcGaEA2KhqffFnw
Adriano Celentano,Adrian,Ti Penso E Cambia Il Mondo,spotify:track:3TqzZppMeb9YmbkbuUqfxa
Kid Francescoli,Sunset Blue,You Are Everywhere,spotify:track:7Kl7RJSejqknrv6x1x7bmp
TV Girl,Death of a Party Girl,Death of a Party Girl,spotify:track:6rEwk32I81z6lIzOSCwwPH
Britney Spears,In The Zone,Everytime,spotify:track:0dRhSF9LV0HR8Jwd3MMMKJ
Yaeji,WAKING UP DOWN,WAKING UP DOWN,spotify:track:68c2dYpVep8JlwOAenGrRL
Elton John,Goodbye Yellow Brick Road,Goodbye Yellow Brick Road - Remastered 2014,spotify:track:4IRHwIZHzlHT1FQpRa5RdE
Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",i love you,spotify:track:6CcJMwBtXByIz4zQLzFkKc
The Ben Taylor Band,Famous Among The Barns,Time Of The Season,spotify:track:0uyMTSRdADhB8FBHMe7Gxs
Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Silly Watch,spotify:track:0eC75aBFF20CCmFeqd21QP
Metro Boomin,NOT ALL HEROES WEAR CAPES,Don't Come Out The House (with 21 Savage),spotify:track:1m6lqaLvUTxPjOo98fJH8U
Absofacto,Thousand Peaces,Dissolve,spotify:track:7pBrj5rt4SSxXwFKOyZfHR
Jason Walker,Kiss Me - Songs of Love & Romance,Kiss Me,spotify:track:7b76oi2n8QdJz7PGRBjG1C
Good Morning,Step Aside / Oppsie,Oppsie,spotify:track:0PRd2rdLV4dvDP6YpH8bZ1
The Counteracts,The Curse of the Counteracts,Maria,spotify:track:0eG8DipCKz1Swt95xkT16q
WILLOW,ARDIPITHECUS,Marceline,spotify:track:0RCpze7hmowZIGUJs9Dm7w
Imagination,In the Heat of the Night,All Night Loving,spotify:track:2MF0W1n3Tp4I5IDBY0U8Zw
Majid Jordan,A Place Like This,Her,spotify:track:6GatnDEhYQLOdRzdVbJaky
Green Day,Insomniac,Brain Stew - Live in Prague,spotify:track:0XbWoKiUtki0Ofmzo8pwIS
Daft Punk,Random Access Memories (Drumless Edition),Contact (Drumless Edition),spotify:track:3RCYGIVLV33JCNwzMVyWMI
Tom Jones,Along Came Jones,It's Not Unusual,spotify:track:3TlIt0ReIxPsVZcOEivT5U
Daft Punk,Random Access Memories (Drumless Edition),Fragments of Time (Drumless Edition) (feat. Todd Edwards),spotify:track:6XRP3yOrS9tgLVwIOL5Oit
Fog Lake,Virgo Indigo,Erik,spotify:track:34XHTTAXQij8A0a59sexy7
girl in red,watch you sleep.,watch you sleep.,spotify:track:3GIIv6Eo0WSuM9Bxx5DTdR
FINNEAS,Angel,Angel,spotify:track:7iSEz0IIVF5H4KLXIm99Vk
The Pretty Reckless,Women With Attitude,Make Me Wanna Die,spotify:track:58tw5byXZA4i30sKvy3BoZ
Ramones,Hey Ho Let's Go,Blitzkrieg Bop,spotify:track:22ea9e9wspXjaR7qfqfsdS
Lana Del Rey,A&W,A&W,spotify:track:1wTopxO5eQBpxrBXPSbsUn
Sade,Love Deluxe,I Couldn't Love You More,spotify:track:104gvc1JDyW1PXCW9GCP17
Keep Shelly In Athens,Lonely Times,Lonely Times,spotify:track:66fHmVMVKYLwNzIdwrZADI
TOKiMONSTA,Creature Dreams EP,Darkest (Dim),spotify:track:4ySVQmNBOiZHGp5vDoIrut
Lyrical Son,United State of Albania,Amore,spotify:track:6PZP35fkGOBNvfQzDj9jo5
Hans Zimmer,Gladiator - Music From The Motion Picture,"Now We Are Free - From ""Gladiator"" Soundtrack",spotify:track:1raWfcURBd1Q3W3K0ojDCM
Duckwrth,LOVE IS LIKE A MOSHPIT,LOVE IS LIKE A MOSHPIT,spotify:track:7fbxOr3aDLes1MkItq0u2H
Eminem,Recovery,W.T.P.,spotify:track:1ne7JVHEPnoncXzQunQVKW
The xx,xx,Intro,spotify:track:2usrT8QIbIk9y0NEtQwS4j
YG,Still Brazy,Why You Always Hatin?,spotify:track:39hnH8WdPmNT3Q3yzwC9Rg
Steve Lacy,Steve Lacy's Demo,Dark Red,spotify:track:3FkTxVBsQHrwMh3IyfKO81
FKA twigs,MAGDALENE,sad day,spotify:track:68lrQ6jAW5cOyn7GX39uzz
URBVN ARCHITECTS NYC,Mutual Understandings,Squad on the L.I.R,spotify:track:3ZQxOBc1AnpfQtarRXQcTS
Erykah Badu,New Amerykah Part One (4th World War),The Healer,spotify:track:7otmKWoMlpWkrMnnIQHXEg
ABBA,Voulez-Vous,Chiquitita,spotify:track:4g5LUzHFRr4Zlok8KzERmI
FINNEAS,I Lost a Friend,I Lost a Friend,spotify:track:49MMefftWPcltNP4OOJGSs
Whilk & Misky,Clap Your Hands,Clap Your Hands,spotify:track:7DM5k4ql2H94jNn0kN0SaU
Olivier Giacomotto,Postgalactic,Bipolar Star,spotify:track:2HLmUMnL175SW8wfxfulg0
System Of A Down,Toxicity,Aerials,spotify:track:4e9eGQYsOiBcftrWXwsVco
Ana Tijoux,Deep Vibes,1977 - Funky Judge Rmx,spotify:track:0Rskj8p9NqnJoAJg0kHnCY
Tame Impala,InnerSpeaker,Expectation,spotify:track:1FnHpM2zimTALdIvuxFoNM
Smash Mouth,Guilty Pleasures,I'm A Believer - Radio Edit,spotify:track:3sITfDX1DrLz0TlL5o76kA
Bill Withers,Still Bill,Use Me,spotify:track:4gRA0i5sxx3jAhHaVjPnUN
Kool & The Gang,Emergency,Misled,spotify:track:6KthkBoyIkEPnVSVuHvdCB
Jungle,Volcano,Dominoes,spotify:track:59rkTkputMqoxunf9IRzOc
Gorillaz,Song Machine Episode 3,Aries (feat. Peter Hook and Georgia),spotify:track:2haIfONRw1Bhi2zSp67MYU
Buddy,Trippin' (feat. Khalid),Trippin' (feat. Khalid),spotify:track:0cMjaVjMi6VPn1mkWPGKka
Summer Walker,Session 32,Session 32,spotify:track:2ktg2oZDyFAX3iY1QNkXl5
Planet Funk,Non Zero Sumness Plus One,Chase the Sun,spotify:track:2mkBHN67xLpHrpqOuj79Yz
Miyagi,Candy,Candy - Oliver Schories Remix,spotify:track:6ymamLM8GfVRureAhVRg3H
ABBA,Super Trouper,The Winner Takes It All,spotify:track:2HeTmGTjl870ucJ8mF7zl5
Bobby Raps,Couch Potato,Frozen Tundra,spotify:track:5jed20rEMj5Uhf9uImqWOL
Clairo,Get With U,Get With U,spotify:track:4JHCLFKkuvNMb67DYuAjUU
Elliott Smith,Either/Or,Between The Bars,spotify:track:52Bg6oaos7twR7IUtEpqcE
